Start Time (days since 1/1/2021),Minutes,Miles,Total Paid ($),Tips ($),Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude
0.01042358732861544,19.0,6.4,25.35,5.85,Medallion Leasin,41.874005383,-87.66351755,41.944226601,-87.655998182
0.01042358732861544,7.0,1.3,7.0,0.0,Top Cab Affiliation,41.899602111,-87.633308037,41.899602111,-87.633308037
0.01042358732861544,11.0,4.7,14.25,0.0,Medallion Leasin,41.922686284,-87.649488729,41.96581197,-87.655878786
0.01042358732861544,0.0,0.0,25.03,0.03,Chicago Independents,41.899602111,-87.633308037,41.899602111,-87.633308037
0.01042358732861544,3.316666666666667,1.1,5.75,0.0,Medallion Leasin,41.968069,-87.721559063,41.983636307,-87.723583185
0.01042358732861544,12.35,1.85,9.25,0.0,Flash Cab,42.001571027,-87.695012589,42.009622881,-87.670166857
0.01042358732861544,6.366666666666666,0.9,17.5,10.0,City Service,41.899602111,-87.633308037,41.899602111,-87.633308037
0.01042358732861544,24.0,16.1,45.5,0.0,Top Cab Affiliation,41.980264315,-87.913624596,41.922686284,-87.649488729
0.01042358732861544,22.0,10.8,29.0,0.0,Star North Management LLC,41.794090253,-87.592310855,41.660136051,-87.60284764
0.01042358732861544,13.0,6.4,33.5,0.0,Taxi Affiliation Services,41.980264315,-87.913624596,,
0.01042358732861544,20.0,9.4,26.5,0.0,312 Medallion Management Corp,41.874005383,-87.66351755,41.763246799,-87.616134111
0.01042358732861544,6.083333333333333,1.1,10.0,2.0,City Service,41.899602111,-87.633308037,41.899602111,-87.633308037
0.01042358732861544,23.55,7.32,21.75,0.0,24 Seven Taxi,41.922686284,-87.649488729,41.96581197,-87.655878786
0.01042358732861544,13.466666666666667,3.93,16.5,2.75,Flash Cab,41.9867118,-87.663416405,41.983636307,-87.723583185
0.01042358732861544,31.933333333333334,25.1,60.75,0.0,Flash Cab,41.777196255,-87.642497527,41.980264315,-87.913624596
0.01042358732861544,16.666666666666668,13.13,32.75,0.0,Flash Cab,41.953582125,-87.72345239,41.835117986,-87.618677767
0.01042358732861544,12.0,5.1,15.0,0.0,Taxi Affiliation Services,41.94651142,-87.806020002,,
0.01042358732861544,10.0,0.2,11.0,0.0,Taxi Affiliation Services,41.938666196,-87.711210593,41.954027649,-87.763399032
0.01042358732861544,11.0,1.6,9.0,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.874005383,-87.66351755
0.01042358732861544,10.55,4.54,14.75,0.0,Globe Taxi,41.899602111,-87.633308037,41.92276062,-87.699155343
0.01042358732861544,9.333333333333334,1.25,8.5,0.0,Patriot Taxi Dba Peace Taxi Associat,41.874005383,-87.66351755,41.874005383,-87.66351755
0.01042358732861544,22.0,7.0,22.0,0.0,Medallion Leasin,41.899602111,-87.633308037,41.927260956,-87.765501609
0.02084717465723088,17.0,0.0,17.5,0.0,Taxi Affiliation Services,41.944226601,-87.655998182,41.968069,-87.721559063
0.02084717465723088,0.6833333333333333,0.0,3.25,0.0,Flash Cab,41.9867118,-87.663416405,41.9867118,-87.663416405
0.02084717465723088,13.016666666666667,5.01,15.0,0.0,Flash Cab,41.689729914,-87.669054403,41.745757713,-87.708365704
0.02084717465723088,10.0,0.2,11.75,0.0,Taxi Affiliation Services,41.922686284,-87.649488729,41.899602111,-87.633308037
0.02084717465723088,0.5833333333333334,0.0,3.25,0.0,Flash Cab,41.9867118,-87.663416405,41.9867118,-87.663416405
0.02084717465723088,8.366666666666667,1.7,7.75,0.0,Medallion Leasin,41.899602111,-87.633308037,41.874005383,-87.66351755
0.02084717465723088,14.0,6.9,25.15,5.9,Taxi Affiliation Services,41.899602111,-87.633308037,41.953582125,-87.72345239
0.02084717465723088,5.933333333333334,0.7,5.25,0.0,Flash Cab,41.899602111,-87.633308037,41.899602111,-87.633308037
0.02084717465723088,4.0,0.7,6.25,0.0,Taxi Affiliation Services,41.777196255,-87.642497527,41.777196255,-87.642497527
0.02084717465723088,8.483333333333333,1.1,7.5,0.0,City Service,41.899602111,-87.633308037,41.899602111,-87.633308037
0.02084717465723088,22.433333333333334,8.07,23.5,0.0,Patriot Taxi Dba Peace Taxi Associat,41.874005383,-87.66351755,41.944226601,-87.655998182
0.02084717465723088,18.0,0.4,19.75,0.0,Taxi Affiliation Services,41.901206994,-87.676355989,41.927260956,-87.765501609
0.02084717465723088,36.0,8.6,72.25,0.0,"Taxicab Insurance Agency, LLC",41.79259236,-87.769615453,,
0.02084717465723088,3.0,0.5,5.5,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.899602111,-87.633308037
0.02084717465723088,17.0,0.5,29.25,0.0,Taxi Affiliation Services,41.980264315,-87.913624596,,
0.02084717465723088,15.0,4.2,13.75,0.0,Taxi Affiliation Services,41.763246799,-87.616134111,41.812948939,-87.617859676
0.02084717465723088,51.56666666666667,19.12,53.5,0.0,Sun Taxi,41.980264315,-87.913624596,,
0.02084717465723088,30.316666666666666,10.44,29.25,0.0,Flash Cab,42.009622881,-87.670166857,41.985015101,-87.804532006
0.02084717465723088,5.0,1.2,7.25,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.878865584,-87.625192142
0.02084717465723088,41.36666666666667,5.19,21.0,0.0,Flash Cab,42.001571027,-87.695012589,42.001571027,-87.695012589
0.02084717465723088,28.0,0.8,46.9,7.9,Taxi Affiliation Services,41.980264315,-87.913624596,41.9867118,-87.663416405
0.03127076198584632,21.0,10.5,28.5,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.740205756,-87.615969523
0.03127076198584632,0.0,0.0,3.25,0.0,Star North Management LLC,41.77887686,-87.594925439,41.77887686,-87.594925439
0.03127076198584632,20.133333333333333,10.98,29.5,0.0,Flash Cab,41.761577908,-87.572781987,41.874005383,-87.66351755
0.03127076198584632,13.7,3.86,12.5,0.0,Flash Cab,41.9867118,-87.663416405,41.975170943,-87.687515515
0.03127076198584632,18.0,14.8,56.75,15.0,U Taxicab,41.79259236,-87.769615453,41.944226601,-87.655998182
0.03127076198584632,20.9,13.1,33.0,0.0,Flash Cab,41.835117986,-87.618677767,41.96581197,-87.655878786
0.03127076198584632,0.0,0.0,3.25,0.0,"Taxicab Insurance Agency, LLC",41.899602111,-87.633308037,,
0.03127076198584632,18.0,11.3,29.25,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,,
0.03127076198584632,10.0,3.2,11.25,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.857183858,-87.620334624
0.03127076198584632,12.0,0.3,16.0,0.0,Taxi Affiliation Services,41.968069,-87.721559063,,
0.03127076198584632,9.833333333333334,3.1,11.75,0.0,Medallion Leasin,41.899602111,-87.633308037,41.874005383,-87.66351755
0.03127076198584632,11.4,3.3,17.5,0.0,Flash Cab,,,,
0.03127076198584632,9.35,4.2,13.25,0.0,City Service,41.899602111,-87.633308037,41.944226601,-87.655998182
0.03127076198584632,276.23333333333335,15.36,40.25,0.0,Flash Cab,41.860190019,-87.7172201,42.001571027,-87.695012589
0.03127076198584632,11.966666666666667,3.52,11.75,0.0,Flash Cab,41.983636307,-87.723583185,42.009622881,-87.670166857
0.03127076198584632,16.783333333333335,7.72,27.5,5.5,Flash Cab,41.878865584,-87.625192142,41.953582125,-87.72345239
0.03127076198584632,22.0,17.3,56.4,9.4,Medallion Leasin,41.980264315,-87.913624596,41.899602111,-87.633308037
0.03127076198584632,20.733333333333334,0.0,9.75,0.0,Flash Cab,42.001571027,-87.695012589,42.001571027,-87.695012589
0.04169434931446176,0.0,0.0,15.0,0.0,Suburban Dispatch LLC,,,,
0.04169434931446176,9.566666666666666,1.4,12.0,2.0,Medallion Leasin,41.899602111,-87.633308037,41.878865584,-87.625192142
0.04169434931446176,9.833333333333334,1.12,12.75,4.0,Flash Cab,41.968069,-87.721559063,41.968069,-87.721559063
0.04169434931446176,43.25,9.65,33.5,0.0,City Service,41.745757713,-87.708365704,41.777196255,-87.642497527
0.04169434931446176,0.0,0.0,30.0,0.0,Suburban Dispatch LLC,,,,
0.04169434931446176,19.8,8.43,24.0,0.0,Flash Cab,41.874005383,-87.66351755,41.812948939,-87.617859676
0.04169434931446176,25.0,11.1,30.0,0.0,Flash Cab,41.890608853,-87.756046711,41.857183858,-87.620334624
0.04169434931446176,11.85,4.19,13.25,0.0,Flash Cab,41.975170943,-87.687515515,41.978829526,-87.771166703
0.04169434931446176,19.0,12.5,35.5,0.0,Taxi Affiliation Services,41.79259236,-87.769615453,41.901206994,-87.676355989
0.04169434931446176,8.0,2.1,8.5,0.0,Taxi Affiliation Services,41.953582125,-87.72345239,41.954027649,-87.763399032
0.04169434931446176,11.35,2.6,9.75,0.0,Medallion Leasin,41.899602111,-87.633308037,41.874005383,-87.66351755
0.04169434931446176,22.0,11.4,29.75,0.0,Star North Management LLC,41.794090253,-87.592310855,41.922686284,-87.649488729
0.04169434931446176,8.866666666666667,4.11,13.5,0.0,Patriot Taxi Dba Peace Taxi Associat,41.944226601,-87.655998182,41.878865584,-87.625192142
0.04169434931446176,0.0,0.0,30.0,0.0,Suburban Dispatch LLC,,,,
0.04169434931446176,8.383333333333333,2.12,20.0,10.0,Flash Cab,41.96581197,-87.655878786,41.944226601,-87.655998182
0.0521179366430772,26.95,15.31,39.0,0.0,Flash Cab,,,41.77887686,-87.594925439
0.0521179366430772,16.0,1.8,11.0,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.901206994,-87.676355989
0.0521179366430772,962.1,6.93,19.0,0.0,Flash Cab,41.812948939,-87.617859676,41.953582125,-87.72345239
0.0521179366430772,8.0,2.2,8.75,0.0,Medallion Leasin,41.878865584,-87.625192142,41.857183858,-87.620334624
0.0521179366430772,6.0,0.0,6.75,0.0,Taxi Affiliation Services,41.954027649,-87.763399032,41.978829526,-87.771166703
0.0521179366430772,9.1,2.77,10.25,0.0,Flash Cab,41.993930128,-87.758353588,41.975170943,-87.687515515
0.0521179366430772,7.35,1.29,10.75,2.0,Flash Cab,41.899602111,-87.633308037,41.878865584,-87.625192142
0.0521179366430772,1.0,0.0,3.25,0.0,Taxi Affiliation Services,41.9867118,-87.663416405,41.9867118,-87.663416405
0.0521179366430772,8.166666666666666,2.15,8.75,0.0,Flash Cab,41.9867118,-87.663416405,41.975170943,-87.687515515
0.0521179366430772,10.683333333333334,3.26,16.0,4.0,Flash Cab,41.983636307,-87.723583185,41.9867118,-87.663416405
0.0521179366430772,3.066666666666667,0.8,6.25,0.0,Flash Cab,41.96581197,-87.655878786,41.96581197,-87.655878786
0.0521179366430772,25.866666666666667,9.78,28.5,0.0,Flash Cab,41.857183858,-87.620334624,41.890608853,-87.756046711
0.0521179366430772,19.616666666666667,3.2,14.25,0.0,City Service,41.899602111,-87.633308037,41.878865584,-87.625192142
0.0521179366430772,3.566666666666667,0.75,9.5,4.0,Flash Cab,41.96581197,-87.655878786,41.96581197,-87.655878786
0.0521179366430772,41.8,10.39,32.75,0.0,Flash Cab,41.944226601,-87.655998182,41.993930128,-87.758353588
0.0521179366430772,16.0,8.9,25.0,0.0,Taxi Affiliation Services,41.878865584,-87.625192142,,
0.06254152397169264,9.733333333333333,2.02,9.75,0.0,Flash Cab,,,,
0.06254152397169264,14.583333333333334,4.74,14.75,0.0,Flash Cab,42.001571027,-87.695012589,41.968069,-87.721559063
0.06254152397169264,23.466666666666665,5.66,18.25,0.0,Flash Cab,41.96581197,-87.655878786,41.968069,-87.721559063
0.06254152397169264,2.35,0.51,7.75,2.0,Flash Cab,41.9867118,-87.663416405,41.9867118,-87.663416405
0.06254152397169264,64.68333333333334,28.58,75.75,0.0,Patriot Taxi Dba Peace Taxi Associat,41.874005383,-87.66351755,,
0.06254152397169264,15.5,5.5,22.2,3.7,City Service,41.878865584,-87.625192142,41.922686284,-87.649488729
0.06254152397169264,15.5,3.35,13.25,0.0,Flash Cab,,,,
0.06254152397169264,20.75,13.53,34.5,0.0,Flash Cab,41.77887686,-87.594925439,41.860190019,-87.7172201
0.06254152397169264,4.15,0.57,4.75,0.0,Flash Cab,42.009622881,-87.670166857,42.009622881,-87.670166857
0.06254152397169264,17.483333333333334,8.94,24.75,0.0,Flash Cab,41.878865584,-87.625192142,41.77887686,-87.594925439
0.06254152397169264,15.116666666666667,6.1,21.3,3.55,Medallion Leasin,41.874005383,-87.66351755,41.947791586,-87.683834942
0.06254152397169264,18.0,0.9,10.0,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.899602111,-87.633308037
0.06254152397169264,6.616666666666666,1.81,10.5,2.0,Sun Taxi,42.009622881,-87.670166857,41.96581197,-87.655878786
0.07296511130030808,8.0,0.0,8.75,0.0,"Taxicab Insurance Agency, LLC",41.899602111,-87.633308037,41.901206994,-87.676355989
0.07296511130030808,0.7333333333333333,0.0,10.75,3.0,Medallion Leasin,41.899602111,-87.633308037,41.899602111,-87.633308037
0.07296511130030808,15.0,2.9,13.0,0.0,Medallion Leasin,41.899602111,-87.633308037,41.857183858,-87.620334624
0.07296511130030808,20.35,11.86,30.75,0.0,Flash Cab,41.761577908,-87.572781987,41.874005383,-87.66351755
0.07296511130030808,13.0,0.0,11.25,0.0,"Taxicab Insurance Agency, LLC",41.901206994,-87.676355989,41.922686284,-87.649488729
0.07296511130030808,5.0,1.5,6.75,0.0,Taxi Affiliation Services,41.927260956,-87.765501609,41.954027649,-87.763399032
0.07296511130030808,24.0,3.1,14.75,0.0,Taxi Affiliation Services,41.878865584,-87.625192142,41.878865584,-87.625192142
0.07296511130030808,58.016666666666666,4.77,28.25,0.0,Flash Cab,42.001571027,-87.695012589,41.953582125,-87.72345239
0.07296511130030808,27.033333333333335,14.67,37.75,0.0,Flash Cab,41.77887686,-87.594925439,41.771848515,-87.695666342
0.07296511130030808,4.516666666666667,1.06,9.5,3.0,Flash Cab,41.96581197,-87.655878786,41.9867118,-87.663416405
0.07296511130030808,0.9166666666666666,0.16,3.5,0.0,Flash Cab,42.001571027,-87.695012589,42.001571027,-87.695012589
0.07296511130030808,3.8833333333333333,1.19,6.25,0.0,Flash Cab,41.9867118,-87.663416405,41.9867118,-87.663416405
0.07296511130030808,10.75,4.83,18.0,3.0,Flash Cab,41.878865584,-87.625192142,41.944226601,-87.655998182
0.08338869862892352,10.983333333333333,2.3,8.75,0.0,Medallion Leasin,41.899602111,-87.633308037,41.901206994,-87.676355989
0.08338869862892352,41.0,2.3,20.5,0.0,Taxi Affiliation Services,41.878865584,-87.625192142,41.878865584,-87.625192142
0.08338869862892352,31.333333333333332,8.55,24.75,0.0,Flash Cab,41.860190019,-87.7172201,41.968069,-87.721559063
0.08338869862892352,25.766666666666666,11.35,30.75,0.0,Flash Cab,41.890608853,-87.756046711,,
0.08338869862892352,0.0,0.0,3.25,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.874005383,-87.66351755
0.08338869862892352,9.0,4.4,13.75,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.850266366,-87.667569312
0.08338869862892352,25.483333333333334,16.8,46.75,0.0,Medallion Leasin,41.980264315,-87.913624596,41.899602111,-87.633308037
0.08338869862892352,23.0,7.9,22.75,0.0,Taxi Affiliation Services,41.94651142,-87.806020002,41.878594358,-87.730232428
0.08338869862892352,4.583333333333333,1.23,6.25,0.0,Flash Cab,42.009622881,-87.670166857,42.001571027,-87.695012589
0.08338869862892352,1.0,0.0,3.25,0.0,Taxi Affiliation Services,41.944226601,-87.655998182,41.944226601,-87.655998182
0.08338869862892352,11.0,1.0,7.75,0.0,Medallion Leasin,41.922686284,-87.649488729,41.96581197,-87.655878786
0.08338869862892352,10.616666666666667,3.11,11.0,0.0,Flash Cab,41.9867118,-87.663416405,42.009622881,-87.670166857
0.08338869862892352,9.766666666666667,5.7,20.1,3.35,Medallion Leasin,,,41.96581197,-87.655878786
0.08338869862892352,12.0,7.6,21.25,0.0,Taxi Affiliation Services,41.792357223,-87.61793138,41.878865584,-87.625192142
0.08338869862892352,9.65,3.53,15.6,2.6,Sun Taxi,41.968069,-87.721559063,41.96581197,-87.655878786
0.09381228595753896,6.0,2.1,12.25,4.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.899602111,-87.633308037
0.09381228595753896,5.0,0.8,6.75,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.878865584,-87.625192142
0.09381228595753896,9.666666666666666,4.48,17.7,2.0,Sun Taxi,41.944226601,-87.655998182,41.9867118,-87.663416405
0.09381228595753896,21.883333333333333,13.6,48.9,8.15,City Service,41.899602111,-87.633308037,,
0.09381228595753896,23.0,6.8,22.25,0.0,Medallion Leasin,41.850266366,-87.667569312,41.92276062,-87.699155343
0.09381228595753896,3.0,0.0,8.25,0.0,"Taxicab Insurance Agency, LLC",41.944226601,-87.655998182,41.944226601,-87.655998182
0.09381228595753896,27.333333333333332,15.25,39.25,0.0,Flash Cab,41.874005383,-87.66351755,41.874005383,-87.66351755
0.09381228595753896,22.166666666666668,10.03,26.5,0.0,Flash Cab,41.993930128,-87.758353588,41.944226601,-87.655998182
0.09381228595753896,13.583333333333334,3.72,18.12,3.62,Flash Cab,41.899602111,-87.633308037,41.922686284,-87.649488729
0.09381228595753896,2.0,0.5,4.5,0.0,Medallion Leasin,42.001571027,-87.695012589,,
0.09381228595753896,5.466666666666667,1.22,9.75,2.0,Sun Taxi,41.899602111,-87.633308037,41.899602111,-87.633308037
0.09381228595753896,2.0,0.8,11.0,6.0,3011 - 66308 JBL Cab Inc.,41.922686284,-87.649488729,41.922686284,-87.649488729
0.09381228595753896,22.133333333333333,12.06,32.0,0.0,Flash Cab,41.744205146,-87.656305986,41.874005383,-87.66351755
0.09381228595753896,0.0,0.0,3.25,0.0,Taxi Affiliation Services,41.927260956,-87.765501609,41.927260956,-87.765501609
0.09381228595753896,16.0,7.9,23.25,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.953582125,-87.72345239
0.1042358732861544,4.383333333333334,1.21,6.0,0.0,Flash Cab,41.975170943,-87.687515515,41.975170943,-87.687515515
0.1042358732861544,12.35,3.21,12.5,0.0,Flash Cab,41.944226601,-87.655998182,,
0.1042358732861544,26.483333333333334,6.4,25.24,3.04,Medallion Leasin,41.938666196,-87.711210593,41.874005383,-87.66351755
0.1042358732861544,10.25,2.57,9.75,0.0,Flash Cab,41.901206994,-87.676355989,41.900069603,-87.720918238
0.1042358732861544,7.766666666666667,2.7,14.85,2.15,Medallion Leasin,41.901206994,-87.676355989,41.92276062,-87.699155343
0.1042358732861544,9.7,2.3,15.0,4.0,Medallion Leasin,42.009622881,-87.670166857,41.9867118,-87.663416405
0.1042358732861544,9.0,3.0,11.25,0.0,Taxi Affiliation Services,41.978829526,-87.771166703,41.968069,-87.721559063
0.1042358732861544,12.683333333333334,4.44,15.25,0.0,Sun Taxi,41.899602111,-87.633308037,41.944226601,-87.655998182
0.1042358732861544,9.0,3.5,35.0,0.0,Taxi Affiliation Services,41.857183858,-87.620334624,41.874005383,-87.66351755
0.1042358732861544,28.483333333333334,3.43,16.75,0.0,Flash Cab,41.953582125,-87.72345239,41.983636307,-87.723583185
0.1042358732861544,13.0,0.0,15.25,0.0,"Taxicab Insurance Agency, LLC",41.944226601,-87.655998182,41.953582125,-87.72345239
0.1042358732861544,2.783333333333333,0.86,5.25,0.0,Flash Cab,41.874005383,-87.66351755,41.901206994,-87.676355989
0.1042358732861544,7.0,0.1,12.5,4.0,Taxi Affiliation Services,41.878865584,-87.625192142,41.899602111,-87.633308037
0.11465946061476984,5.1,1.2,6.25,0.0,Medallion Leasin,42.009622881,-87.670166857,42.001571027,-87.695012589
0.11465946061476984,21.166666666666668,7.25,22.25,0.0,Flash Cab,41.899602111,-87.633308037,41.874005383,-87.66351755
0.11465946061476984,12.0,4.6,15.5,0.0,Taxi Affiliation Services,41.878865584,-87.625192142,41.922686284,-87.649488729
0.11465946061476984,7.766666666666667,2.74,9.75,0.0,Patriot Taxi Dba Peace Taxi Associat,,,,
0.11465946061476984,5.116666666666666,1.05,10.75,4.0,Sun Taxi,41.944226601,-87.655998182,41.944226601,-87.655998182
0.11465946061476984,7.75,0.89,7.25,0.0,Patriot Taxi Dba Peace Taxi Associat,,,,
0.11465946061476984,5.6,1.09,7.0,0.0,Sun Taxi,41.944226601,-87.655998182,41.944226601,-87.655998182
0.11465946061476984,10.0,7.4,20.0,0.0,Taxi Affiliation Services,41.980264315,-87.913624596,41.978829526,-87.771166703
0.11465946061476984,21.466666666666665,11.38,30.0,0.0,Flash Cab,41.857183858,-87.620334624,42.009622881,-87.670166857
0.11465946061476984,10.683333333333334,3.4,14.88,1.18,Medallion Leasin,41.899602111,-87.633308037,41.901206994,-87.676355989
0.11465946061476984,8.0,5.2,15.0,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.835117986,-87.618677767
0.11465946061476984,18.0,5.4,18.0,1.0,Taxi Affiliation Services,41.927260956,-87.765501609,41.968069,-87.721559063
0.1250830479433853,16.0,0.6,36.7,6.2,Taxi Affiliation Services,41.878865584,-87.625192142,,
0.1250830479433853,8.883333333333333,1.6,8.5,0.0,Medallion Leasin,41.874005383,-87.66351755,41.901206994,-87.676355989
0.1250830479433853,14.5,3.73,18.84,3.14,Sun Taxi,41.901206994,-87.676355989,41.901206994,-87.676355989
0.1250830479433853,0.7333333333333333,0.22,3.75,0.0,Sun Taxi,41.947791586,-87.683834942,41.944226601,-87.655998182
0.1250830479433853,17.383333333333333,4.1,17.7,2.95,City Service,41.899602111,-87.633308037,41.901206994,-87.676355989
0.1250830479433853,22.65,19.45,47.25,0.0,Patriot Taxi Dba Peace Taxi Associat,,,41.842076117,-87.633973422
0.1250830479433853,45.0,15.3,44.5,0.0,Medallion Leasin,41.901206994,-87.676355989,41.92276062,-87.699155343
0.1250830479433853,0.13333333333333333,0.0,3.25,0.0,Sun Taxi,41.947791586,-87.683834942,41.947791586,-87.683834942
0.1250830479433853,8.0,1.8,10.18,0.93,Taxi Affiliation Services,41.901206994,-87.676355989,41.878865584,-87.625192142
0.1250830479433853,17.0,0.4,21.5,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.808916283,-87.596183344
0.1250830479433853,17.733333333333334,8.11,22.75,0.0,Flash Cab,42.001571027,-87.695012589,41.899602111,-87.633308037
0.1250830479433853,2.1,0.76,5.0,0.0,Patriot Taxi Dba Peace Taxi Associat,,,,
0.1250830479433853,18.483333333333334,12.44,32.0,0.0,Flash Cab,41.744205146,-87.656305986,41.874005383,-87.66351755
0.1250830479433853,9.0,0.2,11.25,0.0,Taxi Affiliation Services,41.954027649,-87.763399032,41.929297368,-87.798032181
0.13550663527200071,8.666666666666666,2.78,10.0,0.0,Flash Cab,41.975170943,-87.687515515,41.993930128,-87.758353588
0.13550663527200071,10.683333333333334,4.4,17.1,2.85,Medallion Leasin,41.899602111,-87.633308037,41.944226601,-87.655998182
0.13550663527200071,8.0,0.0,8.5,0.0,Taxi Affiliation Services,41.9867118,-87.663416405,41.975170943,-87.687515515
0.13550663527200071,16.0,4.4,14.5,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.900069603,-87.720918238
0.13550663527200071,3.0833333333333335,0.72,5.0,0.0,Flash Cab,41.975170943,-87.687515515,41.975170943,-87.687515515
0.13550663527200071,17.0,5.5,19.0,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.901206994,-87.676355989
0.13550663527200071,7.633333333333334,1.71,9.25,0.0,Sun Taxi,41.944226601,-87.655998182,41.944226601,-87.655998182
0.13550663527200071,2.0,2.1,7.75,0.0,Taxi Affiliation Services,41.878914496,-87.70589713,41.874005383,-87.66351755
0.13550663527200071,48.0,17.93,48.0,0.0,Flash Cab,41.968069,-87.721559063,41.890608853,-87.756046711
0.14593022260061617,9.033333333333333,3.67,17.94,2.99,Sun Taxi,41.922686284,-87.649488729,41.96581197,-87.655878786
0.14593022260061617,17.0,0.0,19.0,0.0,Taxi Affiliation Services,41.944226601,-87.655998182,41.978829526,-87.771166703
0.14593022260061617,28.0,10.9,29.75,0.0,Taxi Affiliation Services,,,41.978829526,-87.771166703
0.14593022260061617,0.0,0.0,21.25,10.0,Taxi Affiliation Services,41.929297368,-87.798032181,41.929297368,-87.798032181
0.14593022260061617,13.066666666666666,4.2,14.75,0.0,City Service,41.901206994,-87.676355989,41.944226601,-87.655998182
0.14593022260061617,18.0,0.3,16.5,0.0,Taxi Affiliation Services,41.927260956,-87.765501609,41.922686284,-87.649488729
0.14593022260061617,5.0,0.4,5.0,0.0,Medallion Leasin,42.009622881,-87.670166857,42.009622881,-87.670166857
0.14593022260061617,123.3,0.0,0.0,0.0,Patriot Taxi Dba Peace Taxi Associat,41.857183858,-87.620334624,,
0.14593022260061617,0.0,0.0,3.25,0.0,Taxi Affiliation Services,41.901206994,-87.676355989,41.901206994,-87.676355989
0.14593022260061617,8.933333333333334,5.52,16.0,0.0,Flash Cab,,,,
0.14593022260061617,12.0,6.0,17.25,0.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.808916283,-87.596183344
0.14593022260061617,11.0,0.3,16.25,0.0,Taxi Affiliation Services,41.835117986,-87.618677767,41.761577908,-87.572781987
0.15635380992923162,0.0,0.0,3.25,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.899602111,-87.633308037
0.15635380992923162,9.0,0.1,9.5,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.874005383,-87.66351755
0.15635380992923162,31.633333333333333,9.6,30.0,0.0,Flash Cab,41.706587882,-87.623366512,41.777196255,-87.642497527
0.15635380992923162,14.333333333333334,6.26,18.25,0.0,Flash Cab,41.922686284,-87.649488729,41.9867118,-87.663416405
0.15635380992923162,5.0,2.8,11.8,2.05,Taxi Affiliation Services,41.901206994,-87.676355989,41.899602111,-87.633308037
0.15635380992923162,0.0,0.0,3.25,0.0,Taxi Affiliation Services,41.901206994,-87.676355989,41.901206994,-87.676355989
0.16677739725784704,4.0,0.0,8.5,2.0,Taxi Affiliation Services,41.874005383,-87.66351755,41.874005383,-87.66351755
0.16677739725784704,25.0,1.1,47.25,0.0,Taxi Affiliation Services,41.763246799,-87.616134111,41.978829526,-87.771166703
0.16677739725784704,14.0,0.0,13.0,0.0,Taxi Affiliation Services,41.968069,-87.721559063,41.954027649,-87.763399032
0.16677739725784704,7.366666666666666,2.12,8.5,0.0,Flash Cab,41.9867118,-87.663416405,42.001571027,-87.695012589
0.16677739725784704,7.0,4.4,14.5,0.0,Taxi Affiliation Services,41.944226601,-87.655998182,41.899602111,-87.633308037
0.16677739725784704,5.0,2.0,7.75,0.0,Taxi Affiliation Services,,,41.79259236,-87.769615453
0.16677739725784704,16.0,8.2,22.0,0.0,Taxi Affiliation Services,41.94651142,-87.806020002,41.980264315,-87.913624596
0.16677739725784704,6.0,0.0,5.0,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.899602111,-87.633308037
0.16677739725784704,11.0,0.2,12.0,0.0,Taxi Affiliation Services,41.947791586,-87.683834942,41.899602111,-87.633308037
0.1772009845864625,5.0,0.0,7.5,0.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.899602111,-87.633308037
0.1772009845864625,7.233333333333333,1.6,11.0,3.0,City Service,41.901206994,-87.676355989,41.874005383,-87.66351755
0.1772009845864625,12.533333333333333,4.41,15.5,0.0,Sun Taxi,41.953582125,-87.72345239,41.96581197,-87.655878786
0.1772009845864625,0.0,0.0,100.0,0.0,Taxi Affiliation Services,41.944226601,-87.655998182,41.944226601,-87.655998182
0.1772009845864625,9.0,0.0,12.0,3.0,Taxi Affiliation Services,41.899602111,-87.633308037,41.878865584,-87.625192142
0.1772009845864625,13.0,6.9,19.75,0.0,Taxi Affiliation Services,41.878865584,-87.625192142,41.878594358,-87.730232428
