Date (days since 1/1/2021),Primary Type,Primary Type Code,Location Description,Location Description Code,Arrest,Latitude,Longitude
8.870472816817832,ASSAULT,1,APARTMENT,17,0,41.799028188,-87.651358791
3.231312071953833,THEFT,29,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.914118277,-87.746501414
0.2501660958867706,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.691194755,-87.5328654
0.48643407533538724,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.765135411,-87.587629837
8.038670547977711,ASSAULT,1,RESIDENCE,99,1,41.765701532,-87.67488184
0.48643407533538724,BATTERY,2,RESIDENCE,99,0,41.95564596,-87.774418093
8.880896404146448,MOTOR VEHICLE THEFT,16,STREET,112,0,41.679292675,-87.631103503
7.154055436622777,BATTERY,2,APARTMENT,17,0,41.861789597,-87.706756466
4.502989726044917,DECEPTIVE PRACTICE,8,POLICE FACILITY / VEHICLE PARKING LOT,96,0,41.868180939,-87.709271389
0.04099944352577268,BATTERY,2,STREET,112,0,41.911069617,-87.687240439
2.5120845461963213,NARCOTICS,17,SIDEWALK,109,1,41.866235446,-87.720517147
1.8901438355889333,THEFT,29,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,2,0,41.788987036,-87.74147999
3.957488655847375,OTHER OFFENSE,22,STREET,112,0,41.892837718,-87.773078165
0.11118493150523136,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.817819665,-87.623062204
8.468122345900058,BATTERY,2,WAREHOUSE,124,1,41.901271305,-87.73986017
3.56764648970733,OTHER OFFENSE,22,STREET,112,1,41.685120287,-87.639010088
2.6684383561255527,THEFT,29,APARTMENT,17,0,41.826363084,-87.63297685
0.0,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.789314851,-87.674170888
8.769711472641216,CRIMINAL DAMAGE,5,STREET,112,0,41.896322679,-87.686856511
4.192366823635568,THEFT,29,STREET,112,0,41.687481877,-87.660479093
3.6788314212125615,BATTERY,2,GAS STATION,69,0,41.743503863,-87.60501807
4.325788741458454,MOTOR VEHICLE THEFT,16,STREET,112,0,41.739329116,-87.624217255
5.744786429810579,THEFT,29,APARTMENT,17,0,41.807499342,-87.590234482
4.628072773988302,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.980967223,-87.844900486
4.884493022222414,THEFT,29,SMALL RETAIL STORE,110,0,41.702737032,-87.535974085
8.755813356203063,CRIMINAL DAMAGE,5,STREET,112,0,41.890915187,-87.706413142
7.713454623258472,CRIMINAL DAMAGE,5,STREET,112,0,41.779908624,-87.64261181
8.94135321058598,DECEPTIVE PRACTICE,8,GAS STATION,69,0,41.909510216,-87.755059448
3.814338056484562,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.781575986,-87.612055973
7.630065924629549,THEFT,29,STREET,112,0,41.779191153,-87.652060298
8.901743578803679,ASSAULT,1,APARTMENT,17,0,41.81811276,-87.60674129
0.4238925513636946,OTHER OFFENSE,22,CONVENIENCE STORE,46,1,41.895513591,-87.710779417
0.4878238869958119,BATTERY,2,APARTMENT,17,0,41.905239352,-87.640840084
0.0,THEFT,29,STREET,112,0,41.8682171,-87.706337578
1.9116859161178996,OTHER OFFENSE,22,STREET,112,1,41.766247283,-87.575949413
7.46676305648124,ASSAULT,1,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.937580169,-87.766460598
2.418272260238782,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.79317922,-87.663331614
0.24738647256592117,CRIMINAL DAMAGE,5,STREET,112,0,41.870976076,-87.704012212
8.37083553083298,ASSAULT,1,RESIDENCE,99,1,41.751331332,-87.555309104
0.5837208904024647,OTHER OFFENSE,22,RESIDENCE,99,0,41.917562472,-87.748689104
0.9874611729806639,CRIMINAL TRESPASS,7,RESIDENCE,99,1,41.967376318,-87.679148453
8.755813356203063,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.940275103,-87.80682735
3.4814781678406037,ASSAULT,1,COMMERCIAL / BUSINESS OFFICE,44,0,41.765621194,-87.619609791
4.315365154129839,DECEPTIVE PRACTICE,8,POLICE FACILITY / VEHICLE PARKING LOT,96,0,41.862906101,-87.656858884
8.491749143795092,NARCOTICS,17,STREET,112,1,41.975568209,-87.79787238
8.447275171242827,NARCOTICS,17,SIDEWALK,109,1,41.894587193,-87.708970317
5.222217251719382,BATTERY,2,HOTEL / MOTEL,77,0,41.727590123,-87.585023579
0.4169434931446176,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.893504106,-87.757998901
5.962291952051078,CRIMINAL DAMAGE,5,VEHICLE NON-COMMERCIAL,122,0,41.83806964,-87.644239922
6.900414811626468,THEFT,29,APARTMENT,17,0,41.748603883,-87.603894034
3.8358801370135285,BATTERY,2,RESIDENCE,99,0,41.809297059,-87.591967028
2.8963674657777143,WEAPONS VIOLATION,30,STREET,112,1,41.940359171,-87.729676786
1.042358732861544,ASSAULT,1,STREET,112,0,41.883153678,-87.701263383
2.833131035934286,THEFT,29,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,7,0,41.976762981,-87.900983721
3.1062290240104478,BATTERY,2,APARTMENT,17,0,41.950137811,-87.71848635
2.0048032962037032,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.885702668,-87.748311286
5.712125856164308,BATTERY,2,RESIDENCE,99,0,41.950517875,-87.760670026
2.6684383561255527,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.795562656,-87.627811395
4.555107662687994,THEFT,29,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.980569228,-87.680381594
1.7928570205218557,CRIMINAL DAMAGE,5,OTHER (SPECIFY),89,0,41.764728045,-87.561272312
5.514077696920615,DECEPTIVE PRACTICE,8,,-1,0,41.746049852,-87.656045907
2.718471575319516,NARCOTICS,17,STREET,112,1,41.880771366,-87.721990345
0.7296511130030808,THEFT,29,DRUG STORE,61,0,41.906797102,-87.671861659
4.4300246147446085,CRIMINAL DAMAGE,5,STREET,112,0,41.771333567,-87.687093949
0.8102601883942014,ASSAULT,1,APARTMENT,17,0,41.652770533,-87.603658995
2.751827054754476,OTHER OFFENSE,22,RESIDENCE,99,0,41.918640682,-87.755138692
6.917092551385472,WEAPONS VIOLATION,30,STREET,112,1,41.854035409,-87.724821779
5.279894434921111,OTHER OFFENSE,22,ALLEY,15,1,41.813218898,-87.666321536
5.845547773987195,NARCOTICS,17,STREET,112,1,41.681732837,-87.642041028
7.54806703766105,THEFT,29,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.931994735,-87.766271177
6.637045505173279,WEAPONS VIOLATION,30,GAS STATION,69,0,41.778813622,-87.673897143
7.356273030847745,BURGLARY,3,GOVERNMENT BUILDING / PROPERTY,71,0,41.677928455,-87.631506354
7.81074143832555,BATTERY,2,STREET,112,0,41.699374434,-87.618434998
7.0053455907843585,CRIMINAL DAMAGE,5,STREET,112,0,42.008934731,-87.676802121
2.1007002996934023,ASSAULT,1,APARTMENT,17,0,42.01607461,-87.666719351
8.479935744889099,NARCOTICS,17,SIDEWALK,109,1,41.877510942,-87.725561177
0.5017220034339658,CRIMINAL DAMAGE,5,RESIDENCE - GARAGE,100,0,41.83497444,-87.653505607
3.459936087311637,BATTERY,2,APARTMENT,17,0,41.752174882,-87.551824707
2.459966609553244,MOTOR VEHICLE THEFT,16,STREET,112,0,41.85432513,-87.730846192
1.598283390387701,MOTOR VEHICLE THEFT,16,GROCERY FOOD STORE,72,0,42.019399237,-87.675049485
6.608554366425236,DECEPTIVE PRACTICE,8,GAS STATION,69,0,41.794509508,-87.633301738
1.021511558204313,STALKING,28,RESIDENCE,99,0,41.747503923,-87.673902505
7.512626840776976,MOTOR VEHICLE THEFT,16,GAS STATION,69,0,41.722347855,-87.584505639
8.82947337329206,BURGLARY,3,APARTMENT,17,0,41.770568403,-87.618605503
6.470268107915432,NARCOTICS,17,PARKING LOT / GARAGE (NON RESIDENTIAL),94,1,41.874850606,-87.735272577
7.984467893802474,CRIMINAL TRESPASS,7,RESIDENCE - GARAGE,100,1,41.916976003,-87.742411558
0.8964285102609278,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.909826774,-87.7935911
2.7101327054400146,BATTERY,2,RESIDENCE,99,0,41.788654327,-87.622313517
5.072117594137492,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.69510688,-87.634025513
0.5003321917735412,BURGLARY,3,APARTMENT,17,0,41.912250992,-87.680203963
1.8150940068395114,WEAPONS VIOLATION,30,STREET,112,1,41.792102445,-87.625634438
5.712125856164308,ASSAULT,1,GAS STATION,69,1,41.712359904,-87.62009309
6.379235445195696,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.881318263,-87.763223557
2.819232919496132,CRIMINAL TRESPASS,7,GAS STATION,69,1,41.882139587,-87.71104513
6.8225853595561965,ROBBERY,26,SIDEWALK,109,0,41.895420644,-87.720539406
5.420265410963076,THEFT,29,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.844276863,-87.722763609
6.671095890396928,THEFT,29,STREET,112,0,41.771016439,-87.683416605
1.5968935787272762,ROBBERY,26,GROCERY FOOD STORE,72,0,41.838057753,-87.70484492
6.6294015410824665,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,41.774214482,-87.5903182
4.940780393846765,ASSAULT,1,RESIDENCE,99,1,41.745756881,-87.549139578
3.4981559075165602,NARCOTICS,17,SIDEWALK,109,1,41.89413383,-87.711395172
4.982474743161227,BATTERY,2,APARTMENT,17,0,41.803385701,-87.730802828
3.523172517155065,BURGLARY,3,APARTMENT,17,0,41.864033702,-87.717792133
0.02084717465723088,BATTERY,2,BAR OR TAVERN,24,0,41.90963274,-87.638547921
6.6294015410824665,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.726182838,-87.570086305
6.40494696062289,BATTERY,2,APARTMENT,17,0,41.750034354,-87.640359566
3.8567273116707597,THEFT,29,RESIDENCE,99,0,41.798016508,-87.676003442
2.0673448201753954,WEAPONS VIOLATION,30,APARTMENT,17,0,41.889951856,-87.716529717
0.5003321917735412,THEFT,29,DRUG STORE,61,1,41.737750767,-87.604855911
8.880896404146448,MOTOR VEHICLE THEFT,16,STREET,112,0,41.654384185,-87.607556163
1.6649943493406676,OTHER OFFENSE,22,APARTMENT,17,0,41.992177267,-87.682330297
4.469634246609957,NARCOTICS,17,STREET,112,1,41.778047465,-87.586387726
6.327117508552619,BATTERY,2,RESIDENCE,99,0,41.850982801,-87.711317842
2.4564920804437054,CRIMINAL DAMAGE,5,COMMERCIAL / BUSINESS OFFICE,44,0,41.771822247,-87.654297497
0.7928875428465091,BATTERY,2,STREET,112,0,41.727423176,-87.611258951
2.8095042380392523,ROBBERY,26,STREET,112,0,41.776799627,-87.686016209
3.752491438384605,THEFT,29,STREET,112,0,41.823533529,-87.640180296
0.7261765838935423,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.777000866,-87.652002823
1.631638869822661,BATTERY,2,COMMERCIAL / BUSINESS OFFICE,44,0,41.855824927,-87.724870889
4.891442080441491,OTHER OFFENSE,22,APARTMENT,17,0,41.742098898,-87.605469989
2.038853681510399,ROBBERY,26,CTA BUS STOP,50,0,41.7158694,-87.559780588
1.8553985444935484,THEFT,29,CONVENIENCE STORE,46,0,41.892569818,-87.62208039
7.7586235016824725,ASSAULT,1,RESIDENCE,99,0,41.909321237,-87.684752561
1.8692966609317023,WEAPONS VIOLATION,30,SIDEWALK,109,1,41.861528851,-87.718939493
3.1548724315439864,ROBBERY,26,RESIDENCE - GARAGE,100,0,41.845375178,-87.642921038
6.129069349308925,OTHER OFFENSE,22,APARTMENT,17,0,41.784305722,-87.663123342
5.641245462313114,WEAPONS VIOLATION,30,ALLEY,15,0,41.777158972,-87.702264921
1.751162671207394,THEFT,29,STREET,112,0,41.926479591,-87.7586949
5.406367294524921,THEFT,29,SIDEWALK,109,0,41.878058452,-87.743728612
4.003352440060064,THEFT,29,APARTMENT,17,0,41.817870863,-87.624686797
7.762792936663747,BATTERY,2,APARTMENT,17,1,41.947755618,-87.76255847
6.754484589025852,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.739622639,-87.638119181
3.5683413955790657,ASSAULT,1,APARTMENT,17,1,41.767886662,-87.650548686
6.00398630136554,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.870050141,-87.661663009
1.1465946061476984,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.745016976,-87.602582482
7.58142251709601,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.765033206,-87.599459636
8.740525428104485,ASSAULT,1,ALLEY,15,0,41.73920063,-87.647353473
3.6691027397556817,OTHER OFFENSE,22,APARTMENT,17,0,41.726036222,-87.660359045
4.878238869875073,WEAPONS VIOLATION,30,STREET,112,1,41.749064315,-87.599058871
0.6372286387059666,BATTERY,2,APARTMENT,17,1,41.779073436,-87.615600014
1.9742274400895923,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.931979558,-87.711398834
5.086710616447381,OTHER OFFENSE,22,APARTMENT,17,0,41.879748311,-87.726751761
4.211129280843684,THEFT,29,STREET,112,0,41.993586538,-87.663981754
2.793521404068938,THEFT,29,STREET,112,0,41.802957004,-87.622672554
7.010209931471275,WEAPONS VIOLATION,30,STREET,112,0,41.761841368,-87.590882475
5.899750428079385,NARCOTICS,17,STREET,112,1,41.756508131,-87.619289292
7.775996147230165,THEFT,29,SIDEWALK,109,0,41.784068551,-87.697188584
1.202187071900314,BATTERY,2,VACANT LOT / LAND,116,0,41.771789341,-87.660364917
7.755148972572934,ASSAULT,1,APARTMENT,17,0,41.88099212,-87.704428042
0.8721068064941585,ASSAULT,1,RESIDENCE,99,1,41.769711651,-87.668806946
6.781585916113471,WEAPONS VIOLATION,30,STREET,112,0,41.764427185,-87.567162676
8.589035958945216,THEFT,29,STREET,112,0,41.954115882,-87.681486203
3.7962705051481804,BATTERY,2,SIDEWALK,109,0,41.756161959,-87.626326287
6.858720462312006,BATTERY,2,GROCERY FOOD STORE,72,0,41.925394137,-87.652509775
6.389659032524311,ASSAULT,1,CONVENIENCE STORE,46,0,41.867414944,-87.627231186
6.907363869845545,OTHER OFFENSE,22,RESIDENCE,99,0,41.973408867,-87.671625185
8.96775963188491,BATTERY,2,STREET,112,0,41.882179244,-87.680135738
7.6717602739440105,BURGLARY,3,APARTMENT,17,0,41.940275103,-87.80682735
2.876910102780908,BATTERY,2,APARTMENT,17,0,41.882478476,-87.752695966
6.212458047937849,MOTOR VEHICLE THEFT,16,STREET,112,0,41.808508608,-87.624437861
5.992867808248236,BATTERY,2,SIDEWALK,109,0,41.758302246,-87.6209517
3.94706506851876,ASSAULT,1,RESIDENCE,99,0,41.787305346,-87.727895315
7.852435787640012,WEAPONS VIOLATION,30,RESIDENCE - YARD (FRONT / BACK),102,0,41.676954157,-87.63827059
1.5009965753206234,THEFT,29,APARTMENT,17,0,41.892737253,-87.708911204
7.088039383541546,BURGLARY,3,RESIDENCE - PORCH / HALLWAY,101,0,41.95362694,-87.674193711
3.6482555650984505,MOTOR VEHICLE THEFT,16,STREET,112,0,41.937227668,-87.644305471
3.9581835616360643,NARCOTICS,17,STREET,112,1,41.747158787,-87.673059536
5.61483904109723,BATTERY,2,CTA PLATFORM,52,0,42.018498254,-87.672983233
8.707169948669524,BATTERY,2,RESIDENCE,99,0,41.816799657,-87.69324032
0.37524914383015584,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.994663764,-87.699539533
1.001359289418818,CRIMINAL DAMAGE,5,STREET,112,0,41.882004688,-87.728948432
5.7329730308215385,THEFT,29,STREET,112,0,41.887367122,-87.649244855
7.755148972572934,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.910005296,-87.786660784
4.839324143798414,WEAPONS VIOLATION,30,STREET,112,1,41.722727391,-87.594809219
1.3078127568468931,MOTOR VEHICLE THEFT,16,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.813926326,-87.731294646
3.754576155833719,OTHER OFFENSE,22,RESIDENCE,99,0,41.69798176,-87.628889948
0.448909160919153,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.967958876,-87.753321363
1.096561386953735,BATTERY,2,STREET,112,0,41.864056692,-87.706818768
5.378571061648613,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.814833247,-87.687089716
6.904584246607742,OTHER OFFENSE,22,RESIDENCE,99,0,41.973387076,-87.666436536
8.502172731123707,NARCOTICS,17,STREET,112,1,41.918113726,-87.706992086
2.429390753439133,BATTERY,2,RESIDENCE - PORCH / HALLWAY,101,0,41.785126632,-87.716593136
5.336876712334152,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.678137456,-87.68483514
2.4981864297581673,THEFT,29,DEPARTMENT STORE,58,0,41.884650262,-87.627915459
6.570334546220312,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,41.916651144,-87.672729895
3.738593321946451,BATTERY,2,APARTMENT,17,0,41.751113607,-87.726355514
7.338205479428317,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.864272923,-87.660159555
3.4231060787671383,THEFT,29,DEPARTMENT STORE,58,0,41.915729613,-87.746056778
7.001176155803084,OTHER OFFENSE,22,APARTMENT,17,0,41.884375293,-87.751176805
1.6747230307975474,BATTERY,2,RESIDENCE,99,0,41.903762254,-87.720375159
6.2541523972523105,THEFT,29,STREET,112,0,41.887485143,-87.644656629
8.849625642160602,BATTERY,2,STREET,112,0,41.831881927,-87.616977126
2.0013287670941646,BATTERY,2,RESIDENCE,99,0,41.738878239,-87.652208082
5.837208904107693,INTIMIDATION,13,RESIDENCE,99,0,41.689226941,-87.699522414
7.914282405823015,OTHER OFFENSE,22,STREET,112,0,41.707987206,-87.646509807
0.11743908393561923,WEAPONS VIOLATION,30,STREET,112,1,41.774093686,-87.607047693
8.182516053046168,BATTERY,2,SIDEWALK,109,0,41.890443803,-87.749208235
8.933014340789525,ASSAULT,1,RESIDENCE,99,0,41.736077304,-87.722690342
8.04006035955509,THEFT,29,STREET,112,0,41.848696123,-87.73441883
8.773880907539445,ASSAULT,1,RESIDENCE - GARAGE,100,0,41.891072348,-87.616485094
6.420929794510157,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.922075481,-87.674944785
3.829625984583141,THEFT,29,SMALL RETAIL STORE,110,0,41.903304304,-87.670064675
4.5446840753593785,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.774310959,-87.592934641
0.04655869008442494,BATTERY,2,APARTMENT,17,0,41.74040988,-87.717929904
8.047009417774166,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.770738963,-87.583789126
8.764152225999519,THEFT,29,APARTMENT,17,0,41.74140312,-87.65269072
4.628072773988302,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.961366837,-87.730331548
5.461959760277537,ROBBERY,26,STREET,112,0,41.730692007,-87.619219902
2.179224657552363,BURGLARY,3,RESIDENCE,99,0,41.746722963,-87.606322886
3.710797089070143,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.685374098,-87.678992745
4.013081121599991,BATTERY,2,APARTMENT,17,0,41.790350565,-87.622357111
6.587707191768005,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.717584277,-87.599479592
6.801738184898966,OTHER OFFENSE,22,STREET,112,1,41.86479699,-87.645784928
0.10076134417661592,BATTERY,2,ALLEY,15,1,41.893379029,-87.621582923
2.469000385304481,BATTERY,2,SIDEWALK,109,0,41.896164467,-87.723658031
5.951868364722463,BURGLARY,3,RESIDENCE - GARAGE,100,0,41.958896832,-87.665819233
4.315365154129839,OTHER OFFENSE,22,RESIDENCE,99,0,41.734800055,-87.606497662
2.6941498715527468,BATTERY,2,RESIDENCE,99,0,41.898530725,-87.761678361
2.6809466609863284,NARCOTICS,17,STREET,112,1,41.88481595,-87.714225133
8.394462328728014,BATTERY,2,CTA BUS,49,0,41.772998982,-87.576478539
0.16608249146915796,BATTERY,2,HOTEL / MOTEL,77,0,41.893377059,-87.621707822
2.9081808647667544,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.749002933,-87.601481873
7.42159417805724,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.783213707,-87.779592019
8.529274058211326,OTHER OFFENSE,22,RESTAURANT,103,0,41.884604402,-87.678076554
7.442441352714471,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.728661431,-87.594939083
0.23557307365992755,CONCEALED CARRY LICENSE VIOLATION,4,STREET,112,1,41.852315746,-87.666667947
4.419601027415993,CRIMINAL DAMAGE,5,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.885456468,-87.712397438
1.8081449486204344,WEAPONS VIOLATION,30,STREET,112,0,41.770726572,-87.610549895
6.00120667804469,ROBBERY,26,CONVENIENCE STORE,46,0,41.868184336,-87.641372316
2.578100599277552,ASSAULT,1,GROCERY FOOD STORE,72,0,41.862132355,-87.666264958
6.5397586901062015,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.711969044,-87.607633924
5.628737157535384,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.7553814,-87.564609509
7.838537671201857,CRIMINAL DAMAGE,5,ALLEY,15,0,41.871149149,-87.687242407
0.9033775684800048,OTHER OFFENSE,22,RESIDENCE,99,1,41.749259095,-87.557701467
0.39609631848738674,CRIMINAL DAMAGE,5,STREET,112,0,41.654508349,-87.608531787
3.7914061643782175,WEAPONS VIOLATION,30,STREET,112,0,41.738529843,-87.658275704
3.6482555650984505,BATTERY,2,RESIDENCE,99,1,41.737625298,-87.720151205
8.880896404146448,THEFT,29,VEHICLE NON-COMMERCIAL,122,0,41.878051638,-87.696209616
3.541934974280136,CRIMINAL DAMAGE,5,CTA BUS STOP,50,0,41.910472321,-87.678205162
0.5003321917735412,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.747404489,-87.681485412
3.5023253424978344,THEFT,29,APARTMENT,17,0,41.795131594,-87.668258381
8.297175513660937,CRIMINAL DAMAGE,5,STREET,112,0,41.771068348,-87.583799955
2.8338259418060217,BATTERY,2,APARTMENT,17,0,41.973821733,-87.839229245
8.866998287708295,ROBBERY,26,STREET,112,0,41.866450322,-87.64508435
0.37524914383015584,ASSAULT,1,APARTMENT,17,0,41.779026763,-87.615596869
8.589035958945216,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.73033518,-87.6192092
5.498094863033347,DECEPTIVE PRACTICE,8,,-1,0,41.703731533,-87.609088836
0.10979511984480667,THEFT,29,STREET,112,0,41.827155316,-87.62167485
1.6281643407131225,NARCOTICS,17,SIDEWALK,109,1,41.880401861,-87.752850634
3.6482555650984505,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.705184519,-87.635908511
1.0006643835470823,OTHER OFFENSE,22,HOSPITAL BUILDING / GROUNDS,76,0,41.945863902,-87.767912706
5.662092636970344,THEFT,29,APARTMENT,17,0,41.880394261,-87.652983995
7.379899828742778,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.820559995,-87.688455589
0.00347452910953848,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.994508154,-87.703175596
0.016677739759003316,WEAPONS VIOLATION,30,RESIDENCE - YARD (FRONT / BACK),102,0,41.756025905,-87.610198098
7.356967936636433,CRIMINAL DAMAGE,5,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.84428835,-87.67563646
7.713454623258472,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.865239745,-87.720089778
1.6260796232640087,BATTERY,2,RESIDENCE,99,0,41.861628294,-87.716500973
0.4183333048050423,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.777801509,-87.653739482
0.3439783818443095,OTHER OFFENSE,22,RESIDENCE,99,1,41.801801568,-87.633834865
4.121486429784373,CONCEALED CARRY LICENSE VIOLATION,4,STREET,112,1,41.721886354,-87.614515133
7.577947987986471,BATTERY,2,RESIDENCE,99,1,41.950518131,-87.76072149
4.982474743161227,BATTERY,2,VEHICLE NON-COMMERCIAL,122,0,41.877609409,-87.667594837
4.502989726044917,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.774361975,-87.800781013
8.210312285922475,CRIMINAL DAMAGE,5,APARTMENT,17,0,41.793976397,-87.668758057
0.04169434931446176,ROBBERY,26,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.804270279,-87.64867709
0.8964285102609278,BATTERY,2,APARTMENT,17,0,41.900195443,-87.671077604
6.855245933202468,OTHER OFFENSE,22,PARKING LOT / GARAGE (NON RESIDENTIAL),94,1,41.755289122,-87.556195869
6.420929794510157,BATTERY,2,RESIDENCE,99,1,41.789687891,-87.632866498
2.0715142551566696,ASSAULT,1,SIDEWALK,109,0,41.850824088,-87.683156263
7.828114083873242,OTHER OFFENSE,22,STREET,112,0,41.829445075,-87.606936041
6.796178938340313,CRIMINAL DAMAGE,5,STREET,112,0,41.935693431,-87.709043649
7.42159417805724,THEFT,29,RESIDENCE - PORCH / HALLWAY,101,0,41.693426342,-87.628917688
3.4015639983212185,DECEPTIVE PRACTICE,8,BANK,23,0,41.77974142,-87.645389036
0.6393133561550803,BATTERY,2,RESIDENCE,99,0,41.964351639,-87.661000678
0.09103266263668956,WEAPONS VIOLATION,30,ALLEY,15,1,41.779853448,-87.727679438
3.418936643868911,MOTOR VEHICLE THEFT,16,STREET,112,0,41.770841481,-87.577654976
3.377242294554449,DECEPTIVE PRACTICE,8,APARTMENT,17,0,41.978572471,-87.654536425
6.546012842453543,THEFT,29,STREET,112,0,41.854228541,-87.653103535
1.1229678082526646,BATTERY,2,APARTMENT,17,0,41.874378587,-87.723788016
4.819171875012919,ROBBERY,26,STREET,112,0,41.873292286,-87.719744775
3.550968750031373,CRIMINAL DAMAGE,5,STREET,112,0,41.883087088,-87.771889077
2.4252213184578593,BATTERY,2,RESIDENCE,99,0,41.961195652,-87.774601231
4.763579409260303,BURGLARY,3,RESIDENCE,99,0,41.938152794,-87.650330548
6.3048805222349635,CONCEALED CARRY LICENSE VIOLATION,4,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,11,1,41.788987036,-87.74147999
7.42159417805724,THEFT,29,OTHER (SPECIFY),89,0,41.997328377,-87.66048445
6.832314041096123,ASSAULT,1,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.785110879,-87.62222067
4.878238869875073,ASSAULT,1,APARTMENT,17,0,41.657262635,-87.604029122
0.5260437072007352,OTHER OFFENSE,22,APARTMENT,17,0,41.916179183,-87.715119877
4.711461472617225,ROBBERY,26,STREET,112,0,41.899243731,-87.701365533
6.671095890396928,DECEPTIVE PRACTICE,8,RESIDENCE,99,0,41.744201882,-87.665713523
7.42159417805724,DECEPTIVE PRACTICE,8,BANK,23,0,41.949555731,-87.648609742
2.6385574058001313,BATTERY,2,RESIDENCE - YARD (FRONT / BACK),102,1,41.892000726,-87.75426983
2.3814422516942835,MOTOR VEHICLE THEFT,16,STREET,112,0,41.715251778,-87.632477627
7.420899272268551,BATTERY,2,PARKING LOT / GARAGE (NON RESIDENTIAL),94,0,41.72398315,-87.60451692
3.898421660985221,BATTERY,2,APARTMENT,17,0,41.960490312,-87.713121792
4.473803681508184,BATTERY,2,APARTMENT,17,1,41.877622161,-87.750727697
6.826754794537471,WEAPONS VIOLATION,30,STREET,112,1,41.921292958,-87.726678123
3.064534674695986,THEFT,29,APARTMENT,17,0,41.972643293,-87.661711479
5.0179149400453005,OTHER OFFENSE,22,CHA APARTMENT,33,0,41.865193816,-87.659958991
2.897757277438139,CRIMINAL DAMAGE,5,STREET,112,0,41.81869501,-87.687190297
0.5420265410880029,BATTERY,2,STREET,112,0,41.852538,-87.711170636
4.836544520560611,CRIMINAL DAMAGE,5,RESIDENCE,99,0,41.990447083,-87.782747038
