Population,Vaccine Series Completed - Percent Population,Vaccine Series Completed - Daily - Age 5+,Vaccine Series Completed - Daily - Age 12+,Vaccine Series Completed - Daily - Age 18+,Vaccine Series Completed - Daily - Age 65+,Vaccine Series Completed - Daily - Age 5+ - Percent Total Population,Vaccine Series Completed - Daily - Age 12+ - Percent Total Population,Vaccine Series Completed - Daily - Age 18+ - Percent Total Population,Vaccine Series Completed - Daily - Age 65+ - Percent Total Population,Latitude,Longitude
29060.0,0.659,23,23,17,0,0.0007914659325533379,0.0007914659325533379,0.0005849965588437716,0.0,41.867824,-87.623449
0.0,0.0,0,0,0,0,,,,,,
29060.0,0.66,15,15,14,1,0.0005161734342739161,0.0005161734342739161,0.0004817618719889883,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.66,14,14,12,1,0.0004817618719889883,0.0004817618719889883,0.00041293874741913283,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.661,10,10,10,0,0.00034411562284927734,0.00034411562284927734,0.00034411562284927734,0.0,41.867824,-87.623449
29060.0,0.661,22,22,19,1,0.0007570543702684102,0.0007570543702684102,0.0006538196834136269,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.662,10,10,10,0,0.00034411562284927734,0.00034411562284927734,0.00034411562284927734,0.0,41.867824,-87.623449
29060.0,0.662,14,14,14,0,0.0004817618719889883,0.0004817618719889883,0.0004817618719889883,0.0,41.867824,-87.623449
29060.0,0.663,21,21,21,2,0.0007226428079834824,0.0007226428079834824,0.0007226428079834824,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.663,8,8,6,2,0.0002752924982794219,0.0002752924982794219,0.00020646937370956642,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.664,13,13,10,1,0.0004473503097040606,0.0004473503097040606,0.00034411562284927734,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.664,19,19,18,1,0.0006538196834136269,0.0006538196834136269,0.0006194081211286992,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.665,13,13,10,0,0.0004473503097040606,0.0004473503097040606,0.00034411562284927734,0.0,41.867824,-87.623449
29060.0,0.665,14,14,12,0,0.0004817618719889883,0.0004817618719889883,0.00041293874741913283,0.0,41.867824,-87.623449
29060.0,0.666,8,8,8,0,0.0002752924982794219,0.0002752924982794219,0.0002752924982794219,0.0,41.867824,-87.623449
29060.0,0.666,18,18,16,1,0.0006194081211286992,0.0006194081211286992,0.0005505849965588438,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.667,11,11,11,1,0.0003785271851342051,0.0003785271851342051,0.0003785271851342051,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.667,12,12,11,1,0.00041293874741913283,0.00041293874741913283,0.0003785271851342051,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.668,15,15,15,0,0.0005161734342739161,0.0005161734342739161,0.0005161734342739161,0.0,41.867824,-87.623449
29060.0,0.668,17,17,17,3,0.0005849965588437716,0.0005849965588437716,0.0005849965588437716,0.00010323468685478321,41.867824,-87.623449
29060.0,0.668,5,5,5,1,0.00017205781142463867,0.00017205781142463867,0.00017205781142463867,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.669,10,10,7,0,0.00034411562284927734,0.00034411562284927734,0.00024088093599449416,0.0,41.867824,-87.623449
29060.0,0.669,11,11,7,0,0.0003785271851342051,0.0003785271851342051,0.00024088093599449416,0.0,41.867824,-87.623449
29060.0,0.67,27,27,26,1,0.0009291121816930489,0.0009291121816930489,0.0008947006194081212,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.671,17,17,14,2,0.0005849965588437716,0.0005849965588437716,0.0004817618719889883,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.671,16,16,15,3,0.0005505849965588438,0.0005505849965588438,0.0005161734342739161,0.00010323468685478321,41.867824,-87.623449
29060.0,0.672,16,16,14,0,0.0005505849965588438,0.0005505849965588438,0.0004817618719889883,0.0,41.867824,-87.623449
29060.0,0.672,8,8,6,2,0.0002752924982794219,0.0002752924982794219,0.00020646937370956642,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.672,10,10,7,1,0.00034411562284927734,0.00034411562284927734,0.00024088093599449416,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.673,24,24,22,2,0.0008258774948382657,0.0008258774948382657,0.0007570543702684102,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.674,22,22,19,4,0.0007570543702684102,0.0007570543702684102,0.0006538196834136269,0.00013764624913971095,41.867824,-87.623449
29060.0,0.675,23,23,23,1,0.0007914659325533379,0.0007914659325533379,0.0007914659325533379,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.675,14,14,13,2,0.0004817618719889883,0.0004817618719889883,0.0004473503097040606,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.676,22,22,21,1,0.0007570543702684102,0.0007570543702684102,0.0007226428079834824,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.676,14,14,13,0,0.0004817618719889883,0.0004817618719889883,0.0004473503097040606,0.0,41.867824,-87.623449
29060.0,0.677,7,7,7,0,0.00024088093599449416,0.00024088093599449416,0.00024088093599449416,0.0,41.867824,-87.623449
29060.0,0.677,17,17,15,0,0.0005849965588437716,0.0005849965588437716,0.0005161734342739161,0.0,41.867824,-87.623449
29060.0,0.678,17,17,15,0,0.0005849965588437716,0.0005849965588437716,0.0005161734342739161,0.0,41.867824,-87.623449
29060.0,0.678,18,18,17,0,0.0006194081211286992,0.0006194081211286992,0.0005849965588437716,0.0,41.867824,-87.623449
29060.0,0.679,13,13,13,2,0.0004473503097040606,0.0004473503097040606,0.0004473503097040606,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.679,17,17,17,2,0.0005849965588437716,0.0005849965588437716,0.0005849965588437716,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.68,11,11,9,0,0.0003785271851342051,0.0003785271851342051,0.0003097040605643496,0.0,41.867824,-87.623449
29060.0,0.68,7,7,5,1,0.00024088093599449416,0.00024088093599449416,0.00017205781142463867,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.68,2,2,2,0,6.882312456985548e-05,6.882312456985548e-05,6.882312456985548e-05,0.0,41.867824,-87.623449
29060.0,0.68,8,8,8,1,0.0002752924982794219,0.0002752924982794219,0.0002752924982794219,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.681,12,12,10,2,0.00041293874741913283,0.00041293874741913283,0.00034411562284927734,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.681,12,12,12,1,0.00041293874741913283,0.00041293874741913283,0.00041293874741913283,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.682,19,19,17,0,0.0006538196834136269,0.0006538196834136269,0.0005849965588437716,0.0,41.867824,-87.623449
29060.0,0.682,9,9,7,0,0.0003097040605643496,0.0003097040605643496,0.00024088093599449416,0.0,41.867824,-87.623449
29060.0,0.682,9,9,8,0,0.0003097040605643496,0.0003097040605643496,0.0002752924982794219,0.0,41.867824,-87.623449
29060.0,0.683,14,14,13,0,0.0004817618719889883,0.0004817618719889883,0.0004473503097040606,0.0,41.867824,-87.623449
29060.0,0.683,13,13,13,3,0.0004473503097040606,0.0004473503097040606,0.0004473503097040606,0.00010323468685478321,41.867824,-87.623449
29060.0,0.684,20,20,17,0,0.0006882312456985547,0.0006882312456985547,0.0005849965588437716,0.0,41.867824,-87.623449
29060.0,0.685,16,16,15,1,0.0005505849965588438,0.0005505849965588438,0.0005161734342739161,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.685,19,19,18,1,0.0006538196834136269,0.0006538196834136269,0.0006194081211286992,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.685,5,5,3,1,0.00017205781142463867,0.00017205781142463867,0.00010323468685478321,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.686,7,7,7,1,0.00024088093599449416,0.00024088093599449416,0.00024088093599449416,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.686,14,14,14,0,0.0004817618719889883,0.0004817618719889883,0.0004817618719889883,0.0,41.867824,-87.623449
29060.0,0.687,11,11,11,2,0.0003785271851342051,0.0003785271851342051,0.0003785271851342051,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.687,15,15,13,0,0.0005161734342739161,0.0005161734342739161,0.0004473503097040606,0.0,41.867824,-87.623449
29060.0,0.687,10,10,10,1,0.00034411562284927734,0.00034411562284927734,0.00034411562284927734,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.688,6,6,6,2,0.00020646937370956642,0.00020646937370956642,0.00020646937370956642,6.882312456985548e-05,41.867824,-87.623449
29060.0,0.688,10,10,10,1,0.00034411562284927734,0.00034411562284927734,0.00034411562284927734,3.441156228492774e-05,41.867824,-87.623449
29060.0,0.688,3,3,3,0,0.00010323468685478321,0.00010323468685478321,0.00010323468685478321,0.0,41.867824,-87.623449
